Compound,Date,Negative,Neutral,Positive,Source,Text,Tweets Ago
0.296,Sat Jul 14 19:00:10 +0000 2018,0.0,0.864,0.136,@Nytimes,Are you a full-time teacher with a second job to supplement your salary? Share your story.  https://t.co/eO0syfNMA2,402
0.0387,Sat Jul 14 18:45:06 +0000 2018,0.083,0.827,0.09,@Nytimes,"“Without you I am like a coloring book with no color. I am the structure, but you are the color."" https://t.co/TXJ1qNpcEF",403
-0.2584,Sat Jul 14 18:30:17 +0000 2018,0.135,0.865,0.0,@Nytimes,These women were told not to play soccer. Instead they formed a team. https://t.co/sQDp0x7wyw https://t.co/5EKZkFn866,404
-0.296,Sat Jul 14 18:15:04 +0000 2018,0.095,0.905,0.0,@Nytimes,"Residents of one of Mexico’s rainiest regions often have no water to drink, so many hydrate with soda. The impact o… https://t.co/iQHVwZpXkT",405
0.8126,Sat Jul 14 18:00:04 +0000 2018,0.067,0.603,0.33,@Nytimes,"When the 2 leaders sit down in Finland, Trump’s abiding desire to win over Vladimir Putin will loom as a powerful d… https://t.co/9xMAYVnWoS",406
-0.128,Sat Jul 14 17:45:08 +0000 2018,0.073,0.927,0.0,@Nytimes,"Leading up to his weekend in Scotland, Trump has managed to repeatedly plug his Turnberry golf resort, alarming eth… https://t.co/ftr0hvb6cl",407
0.0,Sat Jul 14 17:30:07 +0000 2018,0.0,1.0,0.0,@Nytimes,"""We’re trying to tell as many black stories as possible and resist one-dimensional representations"" https://t.co/BWHaZFySHp",408
0.0,Sat Jul 14 17:15:06 +0000 2018,0.0,1.0,0.0,@Nytimes,"We chart America’s complicated history of infant feeding, starting with the spread of formula https://t.co/Z3W4t123ij",409
0.0,Sat Jul 14 17:00:04 +0000 2018,0.114,0.772,0.114,@Nytimes,"For Isabella and thousands of other migrant parents hoping to be reunited with their children, part of the trauma h… https://t.co/bfQKyEd241",410
0.0,Sat Jul 14 16:45:07 +0000 2018,0.0,1.0,0.0,@Nytimes,"Many Democrats are outmatched by Republicans when it comes to tech-savvy campaigning. A network of 4,500 tech worke… https://t.co/IvMOv5Wp08",411
-0.7579,Sat Jul 14 16:35:03 +0000 2018,0.228,0.772,0.0,@Nytimes,"RT @nytopinion: After World War II, many Germans saw America as the guarantor of the liberal democratic order. It’s a shock to them that th…",412
0.5719,Sat Jul 14 16:24:19 +0000 2018,0.117,0.623,0.261,@Nytimes,"Breaking News: Angelique Kerber won her first Wimbledon title by beating Serena Williams, who was seeking a Grand S… https://t.co/zyBj8neRLy",413
0.0,Sat Jul 14 16:20:06 +0000 2018,0.0,1.0,0.0,@Nytimes,An ode to old maids everywhere https://t.co/dMWlTP7kmA,414
0.7579,Sat Jul 14 16:05:02 +0000 2018,0.0,0.735,0.265,@Nytimes,"Trump's Supreme Court nominee has talked a lot about his mother, the public servant. Just as influential in his lif… https://t.co/Kd6nSbsFnt",415
-0.5574,Sat Jul 14 15:50:02 +0000 2018,0.167,0.833,0.0,@Nytimes,"Nancy Barbato Sinatra, who has died at 101, remained Frank Sinatra's confidante for decades after their divorce in… https://t.co/4my80b7Iej",416
0.7314,Sat Jul 14 15:35:05 +0000 2018,0.142,0.549,0.309,@Nytimes,"No sitting on the floor, no hugging your siblings, and it’s best not to cry: Migrant children describe life in dete… https://t.co/P44lXjU2dR",417
0.4199,Sat Jul 14 15:20:03 +0000 2018,0.0,0.883,0.117,@Nytimes,After years of being told to put on a suit and recite their résumé — and smile! — women running for office are thro… https://t.co/wDfnVFGypy,418
0.0,Sat Jul 14 15:05:06 +0000 2018,0.0,1.0,0.0,@Nytimes,France eliminated Belgium. Croatia eliminated England. We eliminated the ⚽️s from these World Cup semifinals photos… https://t.co/TxBoEKnA0l,419
0.0,Sat Jul 14 14:50:04 +0000 2018,0.0,1.0,0.0,@Nytimes,"The day Donald Trump publicly asked Russia to find Hillary Clinton’s emails in 2016, Russia began to target her ser… https://t.co/aKEnltUVIh",420
0.0,Sat Jul 14 14:40:08 +0000 2018,0.0,1.0,0.0,@Nytimes,"RT @karenyourish: Trump has spent 169 days of his presidency, or about 30% of his time in office, visiting Trump properties. He is spending…",421
-0.3919,Sat Jul 14 14:30:09 +0000 2018,0.175,0.726,0.1,@Nytimes,"It was over in less than 20 seconds, but even casual followers of the monarchy were aghast  https://t.co/uIQwVwpJeB",422
0.4939,Sat Jul 14 14:17:06 +0000 2018,0.141,0.563,0.296,@Nytimes,"Found: A 2,000-year-old sarcophagus that was perfectly sealed.
Inside: Unclear. https://t.co/Lm9p1Gy87I",423
-0.3612,Sat Jul 14 14:02:04 +0000 2018,0.238,0.762,0.0,@Nytimes,"The new toll of student debt in 3 charts
https://t.co/bjepY6hUYb",424
-0.2411,Sat Jul 14 13:42:03 +0000 2018,0.141,0.859,0.0,@Nytimes,Not sure what to do in NYC this weekend? We’ve got you. https://t.co/bAq3dvD9gl,425
-0.296,Sat Jul 14 13:21:05 +0000 2018,0.216,0.784,0.0,@Nytimes,"It's the universal World Cup ""oh no"" https://t.co/Acy0y21md6 https://t.co/Y7PfyUNho0",426
-0.2023,Sat Jul 14 13:02:04 +0000 2018,0.13,0.87,0.0,@Nytimes,Are you a grammar geek? Test your editing skills in our new quiz. https://t.co/jqqnQQOmiu,427
0.3818,Sat Jul 14 12:42:05 +0000 2018,0.0,0.843,0.157,@Nytimes,"While the names of FIFA leaders may have changed, the lavish benefits have not https://t.co/OrVIJDKzJD",428
0.4404,Sat Jul 14 12:21:06 +0000 2018,0.0,0.854,0.146,@Nytimes,"Some small studies suggest that spending time in nature, specifically in lush forests, might improve your health https://t.co/wfDmohEEtI",429
0.0,Sat Jul 14 12:02:04 +0000 2018,0.0,1.0,0.0,@Nytimes,"This weekend, the World Cup final will be underway in Russia. Here's how the tournament ended up there. https://t.co/0DtzfJ51HF",430
0.4926,Sat Jul 14 11:41:02 +0000 2018,0.0,0.868,0.132,@Nytimes,RT @katierogers: .@dougmillsnyt is one of the keenest observers of the human condition in journalism (and in the world! Trump says. totally…,431
0.4404,Sat Jul 14 11:21:01 +0000 2018,0.0,0.868,0.132,@Nytimes,The World Cup is about to get 50 percent larger. Hope you took the time to savor this one. https://t.co/S1KXhahyQ6,432
0.0516,Sat Jul 14 11:02:04 +0000 2018,0.163,0.708,0.129,@Nytimes,RT @nytpolitics: Democrats demanded that President Trump cancel his summit with Vladimir Putin after 12 Russian intelligence officers are i…,433
0.0,Sat Jul 14 10:52:59 +0000 2018,0.0,1.0,0.0,@Nytimes,"John Liu Plots a Comeback Trail, Targeting a Renegade Democrat https://t.co/jVOJMq2k4L",434
0.0,Sat Jul 14 10:35:48 +0000 2018,0.0,1.0,0.0,@Nytimes,"In Trump’s U.K. Visit, Some See ‘Infomercial’ for Money-Losing Golf Resort https://t.co/9il1esJ738",435
0.0,Sat Jul 14 10:31:04 +0000 2018,0.0,1.0,0.0,@Nytimes,"Video review made its debut at this World Cup, and it had an immediate impact https://t.co/gW9hVFyi2j",436
0.0,Sat Jul 14 10:14:48 +0000 2018,0.0,1.0,0.0,@Nytimes,First Words: Americans Think ‘Corruption’ Is Everywhere. Is That Why We Vote for It? https://t.co/xLD6P42SP1,437
0.0,Sat Jul 14 10:07:16 +0000 2018,0.0,1.0,0.0,@Nytimes,"Sarcophagus Found. Contents Unknown. (‘No Guessing, Please.’) https://t.co/nGSstHV6ve",438
0.6486,Sat Jul 14 09:50:19 +0000 2018,0.121,0.47,0.409,@Nytimes,"Glorious surprises seemed to lurk everywhere in Oslo, Norway https://t.co/HKAeEiagFg",439
0.8176,Sat Jul 14 09:32:02 +0000 2018,0.0,0.564,0.436,@Nytimes,RT @tackettdc: In Ohio Special election a test for Democrats strength and Republican resolve  https://t.co/p4WXB4IjI8,440
0.4404,Sat Jul 14 09:10:05 +0000 2018,0.0,0.805,0.195,@Nytimes,Phys Ed: Dog Walking Is Good for You. Provided You Do It. https://t.co/zuLXpClv7g,441
0.6369,Sat Jul 14 09:08:25 +0000 2018,0.0,0.802,0.198,@Nytimes,RT @bxchen: Our writer with the best job in the world talks about the tech she uses https://t.co/VY6xJHYbOV,442
-0.6369,Sat Jul 14 08:50:44 +0000 2018,0.167,0.833,0.0,@Nytimes,"RT @nytimesarts: The director of the ""Whitney"" documentary explains how he got her family to open up about her childhood abuse. https://t.c…",443
-0.1531,Sat Jul 14 08:33:04 +0000 2018,0.082,0.918,0.0,@Nytimes,"RT @nytimesworld: “Having a vagina doesn’t make a woman,” said Angela Ponce, Spain's transgender competitor in the Miss Universe pageant. “…",444
0.0,Sat Jul 14 08:09:19 +0000 2018,0.0,1.0,0.0,@Nytimes,"A ""Downton Abbey"" movie is coming https://t.co/81TKuwcdp6",445
0.0,Sat Jul 14 07:51:52 +0000 2018,0.0,1.0,0.0,@Nytimes,"They named it Ingentia prima, meaning “the first giant.” “This new dinosaur changes our understanding of how dinosa… https://t.co/47cDpDv68K",446
0.0,Sat Jul 14 07:33:06 +0000 2018,0.0,1.0,0.0,@Nytimes,"RT @nytpolitics: Russia's largest spy agency has been implicated in the downing of a civilian airliner, armed operations in Syria and now t…",447
-0.3182,Sat Jul 14 07:06:06 +0000 2018,0.168,0.733,0.099,@Nytimes,A painting worth $1 million has turned up 4 decades after it was stolen from a Manhattan warehouse https://t.co/evf9RPx918,448
0.5106,Sat Jul 14 06:48:47 +0000 2018,0.0,0.837,0.163,@Nytimes,"“I still can’t believe it worked.” Inside the Thai soccer team's rescue: floating stretchers, anti-anxiety pills an… https://t.co/E9RGJxfTSC",449
-0.34,Sat Jul 14 06:32:01 +0000 2018,0.118,0.882,0.0,@Nytimes,"RT @nytimesworld: ""Pakistan is entering another period of prolonged political instability.” The arrest of former Prime Minister Nawaz Shari…",450
0.0,Sat Jul 14 06:02:38 +0000 2018,0.0,1.0,0.0,@Nytimes,"The Getty Museum has added a rare illuminated Torah, dating to 1296, to its trove of manuscripts https://t.co/0WC7D9weVF",451
0.0,Sat Jul 14 05:46:04 +0000 2018,0.0,1.0,0.0,@Nytimes,Astronomers traced a neutrino back to a distant galaxy. “We have found the first source of cosmic rays.” https://t.co/3PYngOHGLU,452
-0.5574,Sat Jul 14 05:32:02 +0000 2018,0.141,0.859,0.0,@Nytimes,RT @NYTNational: The volunteers of The Águilas del Desierto - Eagles of the Desert - work to find bodies of immigrants who died while makin…,453
0.0,Sat Jul 14 05:06:06 +0000 2018,0.0,1.0,0.0,@Nytimes,"Nancy Barbato Sinatra, an Idol’s First Wife and Lasting Confidante, Dies at 101 https://t.co/Q4xT0ZOktH",454
-0.296,Sat Jul 14 04:55:42 +0000 2018,0.099,0.901,0.0,@Nytimes,"""I get discriminated against all the time. No one thinks I’m a CEO. I sit on a plane and tell somebody, 'Well, I ru… https://t.co/mjB9vBw1TZ",455
-0.5563,Sat Jul 14 04:39:05 +0000 2018,0.14,0.86,0.0,@Nytimes,"“She so ugly I almost threw up. Ew.”
“I was just staring at your bbbooo.....i mean eyes.”
“Go back to the kitchen a… https://t.co/yRDgH7oKDf",456
0.0,Sat Jul 14 04:22:03 +0000 2018,0.0,1.0,0.0,@Nytimes,"RT @NYTMetro: Designs include skulls, flaming hearts with swords piercing them, spiders, roses, jellyfish, an upside-down bat, and a unicor…",457
-0.3182,Sat Jul 14 04:11:38 +0000 2018,0.173,0.827,0.0,@Nytimes,"Trump Walks in Front of Queen Elizabeth, Causing Social Media Frenzy https://t.co/22TQkfSosk",458
0.7579,Sat Jul 14 04:02:05 +0000 2018,0.056,0.662,0.282,@Nytimes,No one will win the Nobel Prize in Literature this year. But you — along with the librarians of Sweden — can help c… https://t.co/rvMxGcauHt,459
0.0,Sat Jul 14 03:47:03 +0000 2018,0.0,1.0,0.0,@Nytimes,"Wilbur Ross, the commerce secretary, said he would sell all of his remaining stock holdings after a government watc… https://t.co/Vnk0WRf50E",460
0.2023,Sat Jul 14 03:39:42 +0000 2018,0.0,0.859,0.141,@Nytimes,"A Giant Iceberg Parked Offshore. It’s Stunning, but Villagers Hit the Road. https://t.co/OU7lo9ldy0",461
-0.5267,Sat Jul 14 03:32:04 +0000 2018,0.145,0.855,0.0,@Nytimes,"In 21 trips Tom Price took as health secretary, 20 of them violated federal travel rules, an inspector general said https://t.co/22IkjNMj0U",462
-0.4019,Sat Jul 14 03:17:02 +0000 2018,0.162,0.838,0.0,@Nytimes,RT @nytgraphics: How Russia hacked the D.N.C. and Hillary Clinton’s presidential campaign in 2016. https://t.co/6oO8BdTmDN,463
0.8555,Sat Jul 14 03:02:03 +0000 2018,0.0,0.455,0.545,@Nytimes,"Modern Love: What boxing taught me about love
https://t.co/rat4wkU5a2",464
-0.8807,Sat Jul 14 02:47:06 +0000 2018,0.397,0.603,0.0,@Nytimes,2 men pleaded guilty to manslaughter charges in the death of a fire chief in an explosion of a Bronx house that had… https://t.co/0cFXitFTVz,465
-0.0772,Sat Jul 14 02:32:05 +0000 2018,0.151,0.711,0.138,@Nytimes,"Dan Coats, the director of national intelligence, said that the persistent danger of Russian cyberattacks today was… https://t.co/2LT5knHY2n",466
-0.6407,Sat Jul 14 02:17:03 +0000 2018,0.216,0.784,0.0,@Nytimes,RT @nytopinion: The indictments against 12 Russian agents don't exonerate President Trump. On the contrary -- they should worry anyone work…,467
-0.1779,Sat Jul 14 02:02:03 +0000 2018,0.144,0.738,0.118,@Nytimes,"In the tug of war between workers and investors over how to divvy up the nation's wealth, Americans living on a pay… https://t.co/T5PibgTyjs",468
0.2023,Sat Jul 14 01:48:04 +0000 2018,0.0,0.913,0.087,@Nytimes,"A top Uber executive is under scrutiny for his comments on race and women, casting a shadow on the company’s effort… https://t.co/5vQLWgA19B",469
0.0,Sat Jul 14 01:37:29 +0000 2018,0.0,1.0,0.0,@Nytimes,"RT @MikeIsaac: During his first six months on the job, Barney Harford, Uber’s chief operating officer, has exhibited a pattern of upsetting…",470
0.2831,Sat Jul 14 01:32:02 +0000 2018,0.083,0.757,0.16,@Nytimes,"“I almost feel like I’m making up for lost time,” Kim Gordon says. “I feel like I owe it to myself. Because my whol… https://t.co/mqeNSBtRWL",471
0.0,Sat Jul 14 01:17:06 +0000 2018,0.0,1.0,0.0,@Nytimes,RT @katierogers: New QUEEN feature from me (w/ @sewellchan as the unsung editor hero): Queen Elizabeth II has met a dozen presidents. Dance…,472
0.0,Sat Jul 14 01:02:06 +0000 2018,0.0,1.0,0.0,@Nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/gE3aPm7FAX,473
-0.5574,Sat Jul 14 00:47:05 +0000 2018,0.146,0.854,0.0,@Nytimes,"Linda Daniels relied on an oxygen machine, and died hours after her power was shut off for overdue bills. Her famil… https://t.co/e9ZDQJliUZ",474
0.1779,Sat Jul 14 00:32:04 +0000 2018,0.111,0.711,0.178,@Nytimes,A village in Greenland is on alert amid fears that a huge iceberg could break apart and send a flood wave over the… https://t.co/ZkZKVgxChH,475
0.128,Sat Jul 14 00:17:02 +0000 2018,0.125,0.696,0.179,@Nytimes,RT @maggieNYT: “The nation’s top intelligence officer said on Friday that the persistent danger of Russian cyberattacks today was akin to t…,476
0.4215,Sat Jul 14 00:02:05 +0000 2018,0.0,0.851,0.149,@Nytimes,You might get one last opportunity to see Manhattanhenge tonight. Here's what you need to know. https://t.co/QHfEQwO8tl,477
0.0,Fri Jul 13 23:47:05 +0000 2018,0.0,1.0,0.0,@Nytimes,"The ""plazafication of New York"" — closing a street to traffic and turning it into a pedestrian zone — was once a pr… https://t.co/9PVUvCnWk6",478
0.7506,Fri Jul 13 23:32:03 +0000 2018,0.0,0.726,0.274,@Nytimes,"A jet black sarcophagus, perfectly sealed despite being 2,000 years old, is a rare find in Egypt, where treasure hu… https://t.co/N076i3VxO5",479
0.0,Fri Jul 13 23:17:05 +0000 2018,0.0,1.0,0.0,@Nytimes,RT @ScottCacciola: Conducted an anthropological study at summer league by talking to a bunch of people wearing Kobe jerseys about LeBron. T…,480
0.6249,Fri Jul 13 23:02:05 +0000 2018,0.0,0.758,0.242,@Nytimes,New York Gov. Andrew Cuomo appeared to embrace elements of a state Health Department report that favored legalizing… https://t.co/0mfrTHTs5t,481
0.0,Fri Jul 13 22:47:05 +0000 2018,0.0,1.0,0.0,@Nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/MDrPmbPkvD,482
0.0,Fri Jul 13 22:32:04 +0000 2018,0.0,1.0,0.0,@Nytimes,"Maggie Smith, Michelle Dockery, Hugh Bonneville and other cast members will return to Highclere castle for a ""Downt… https://t.co/VoF5OaHxdQ",483
0.5859,Fri Jul 13 22:17:03 +0000 2018,0.0,0.814,0.186,@Nytimes,"RT @NYTScience: Manhattanhenge put on a nice show last night. You'll get another chance to watch it on Friday night, and the weather foreca…",484
0.0,Fri Jul 13 22:02:01 +0000 2018,0.0,1.0,0.0,@Nytimes,"""I know I could run a company. And I could do it really well,"" says Tiler Peck of New York City Ballet. A new docum… https://t.co/dpzk7W07L4",485
0.4588,Fri Jul 13 21:47:02 +0000 2018,0.0,0.84,0.16,@Nytimes,"RT @nytmike: The same day Trump encouraged Russia in the middle of the 2016 campaign to hack Clinton's emails, Russian hackers launched the…",486
-0.2263,Fri Jul 13 21:32:05 +0000 2018,0.128,0.872,0.0,@Nytimes,Forget video assistant referees. A translation app was the World Cup's biggest technological advance. https://t.co/UL2kuAqbd5,487
-0.5106,Fri Jul 13 21:11:07 +0000 2018,0.125,0.875,0.0,@Nytimes,RT @nytimesarts: Scarlett Johansson has dropped out of the movie “Rub &amp; Tug” after outcry for taking on the role of a transgender man https…,488
0.0,Fri Jul 13 20:55:05 +0000 2018,0.0,1.0,0.0,@Nytimes,“Hannah Gadsby: Nanette” has become a word-of-mouth phenomenon. Here's what to read about it. https://t.co/QDm7UvBft2,489
-0.2732,Fri Jul 13 20:44:02 +0000 2018,0.13,0.87,0.0,@Nytimes,RT @NYTMetro: New York's low rate of organ donor registration is causing a transplant nightmare. https://t.co/EjsyBow8wJ,490
0.7506,Fri Jul 13 20:33:07 +0000 2018,0.0,0.738,0.262,@Nytimes,"It took plastic cocoons and anti-anxiety pills, bravery and providence, to save the soccer team. “So many things co… https://t.co/tPEqGwIXgV",491
0.1779,Fri Jul 13 20:20:06 +0000 2018,0.0,0.922,0.078,@Nytimes,"The marijuana industry is growing and the stock prices of companies that grow, process and sell it have been rising https://t.co/ofyY7GTMpR",492
-0.7152,Fri Jul 13 20:10:05 +0000 2018,0.291,0.709,0.0,@Nytimes,"RT @nytgraphics: The Mueller investigation so far:
- More than 100 charges
- 32 people and 3 companies charged 
- 5 guilty pleas
- 25 Russi…",493
0.7178,Fri Jul 13 19:52:04 +0000 2018,0.083,0.652,0.264,@Nytimes,The idea that a minor loss can be more motivating than a major win have big implications for how the working class… https://t.co/FTB3y3rvju,494
0.431,Fri Jul 13 19:42:06 +0000 2018,0.0,0.831,0.169,@Nytimes,It isn't all bad out there. 7 good-news stories that we wrote about this week: https://t.co/ei62GQnv0W,495
0.2023,Fri Jul 13 19:32:04 +0000 2018,0.133,0.703,0.164,@Nytimes,"Modern Love: After being assaulted in a park, a young woman sought refuge in marriage. When that didn’t work, she s… https://t.co/8bEDadT4sN",496
0.0,Fri Jul 13 19:22:04 +0000 2018,0.0,1.0,0.0,@Nytimes,European allies have begun to believe that underneath President Trump's bluster there is a strategy: to undercut Eu… https://t.co/bWlhXjXASV,497
0.0,Fri Jul 13 19:12:01 +0000 2018,0.0,1.0,0.0,@Nytimes,Fact Check: 10 falsehoods from President Trump's news conference with Theresa May https://t.co/rv9qFtSBq0,498
-0.6124,Fri Jul 13 19:10:14 +0000 2018,0.167,0.833,0.0,@Nytimes,RT @NYTSports: Spot the Ball just crushed our Sports Editor's soul. He sits next to the guy who makes it yet scored 12.3%. No one is safe.…,499
0.0,Fri Jul 13 19:02:04 +0000 2018,0.0,1.0,0.0,@Nytimes,👀 https://t.co/myKh7yleWb,500
